Jersey,Name,Position,Age,Height,Weight,Years,College,Team,PositionGrp,Side,Playtime
89,Josh Hill,TE,26,77,250,4,Idaho State,New Orleans,Tight End,Offense,1-4 Yrs
,Coby Fleener,TE,27,78,251,5,Stanford,New Orleans,Tight End,Offense,5-8 Yrs
86,Chris Manhertz,TE,24,78,235,1,Canisius,New Orleans,Tight End,Offense,1-4 Yrs
14,R.J. Harris,WR,24,72,194,1,New Hampshire,New Orleans,Wide Receiver,Offense,1-4 Yrs
,Jake Lampman,WR,23,72,205,0,Ferris State,New Orleans,Wide Receiver,Offense,Rookie
10,Brandin Cooks,WR,22,70,189,3,Oregon State,New Orleans,Wide Receiver,Offense,1-4 Yrs
,Vincent Brown,WR,27,71,190,5,San Diego State,New Orleans,Wide Receiver,Offense,5-8 Yrs
18,Reggie Bell,WR,24,71,201,1,,New Orleans,Wide Receiver,Offense,1-4 Yrs
83,Willie Snead,WR,23,71,195,2,Ball State,New Orleans,Wide Receiver,Offense,1-4 Yrs
3,Michael Thomas,WR,21,75,209,0,Ohio State,New Orleans,Wide Receiver,Offense,Rookie
86,Kyle Prater,WR,24,77,231,0,Northwestern,New Orleans,Wide Receiver,Offense,Rookie
16,Brandon Coleman,WR,24,78,225,2,Rutgers,New Orleans,Wide Receiver,Offense,1-4 Yrs
69,Brett Jones,C,24,74,318,2,University of Regina,New York Giants,Offensive Line,Offense,1-4 Yrs
64,Shane McDermott,C,24,75,305,1,Miami,New York Giants,Offensive Line,Offense,1-4 Yrs
,Janoris Jenkins,CB,27,70,198,5,North Alabama,New York Giants,Defensive Back,Defense,5-8 Yrs
37,Leon McFadden,CB,25,70,190,3,San Diego State,New York Giants,Defensive Back,Defense,1-4 Yrs
,Matt Smalley,CB,22,70,195,0,Lafayette,New York Giants,Defensive Back,Defense,Rookie
13,Eli Apple,CB,20,73,200,0,Ohio State,New York Giants,Defensive Back,Defense,Rookie
41,Dominique Rodgers-Cromartie,CB,30,74,193,9,Tennessee State,New York Giants,Defensive Back,Defense,9-12 Yrs
17,Michael Hunter,DB,23,72,191,0,Oklahoma State,New York Giants,Defensive Back,Defense,Rookie
5,Donte Deayon,DB,22,69,150,0,Boise State,New York Giants,Defensive Back,Defense,Rookie
31,Trevin Wade,DB,26,70,190,5,Arizona,New York Giants,Defensive Back,Defense,5-8 Yrs
25,Tramain Jacobs,DB,24,71,191,3,Texas A&M,New York Giants,Defensive Back,Defense,1-4 Yrs
,Ishaq Williams,DB,23,78,271,0,Notre Dame,New York Giants,Defensive Back,Defense,Rookie
71,Stansly Maponga,DE,25,74,265,3,TCU,New York Giants,Front Seven,Defense,1-4 Yrs
54,Olivier Vernon,DE,25,74,275,5,Miami,New York Giants,Front Seven,Defense,5-8 Yrs
90,Mike Rose,DE,23,74,281,0,NC State,New York Giants,Front Seven,Defense,Rookie
66,Brad Bars,DE,24,75,263,1,Penn State,New York Giants,Front Seven,Defense,1-4 Yrs
58,Owa Odighizuwa,DE,24,75,270,2,UCLA,New York Giants,Front Seven,Defense,1-4 Yrs
45,Romeo Okwara,DE,21,76,258,0,Notre Dame,New York Giants,Front Seven,Defense,Rookie
90,Jason Pierre-Paul,DE,27,77,278,7,South Florida,New York Giants,Front Seven,Defense,5-8 Yrs
72,Kerry Wynn,DE,25,77,264,3,Richmond,New York Giants,Front Seven,Defense,1-4 Yrs
,Damon Harrison,DL,27,76,350,5,William Penn,New York Giants,Front Seven,Defense,5-8 Yrs
95,Johnathan Hankins,DT,24,74,320,4,Ohio State,New York Giants,Front Seven,Defense,1-4 Yrs
97,Louis Nix III,DT,24,74,331,3,Notre Dame,New York Giants,Front Seven,Defense,1-4 Yrs
96,Jay Bromley,DT,24,75,310,3,Syracuse,New York Giants,Front Seven,Defense,1-4 Yrs
8,Greg Milhouse,DT,22,75,295,0,Campbell,New York Giants,Front Seven,Defense,Rookie
79,Montori Hughes,DT,25,76,350,4,Tennessee-Martin,New York Giants,Front Seven,Defense,1-4 Yrs
90,Melvin Lewis,DT,23,76,311,0,Kentucky,New York Giants,Front Seven,Defense,Rookie
49,Nikita Whitlock,FB,25,70,250,2,Wake Forest,New York Giants,Tailback,Offense,1-4 Yrs
46,Will Johnson,FB,27,74,240,5,West Virginia,New York Giants,Tailback,Offense,5-8 Yrs
60,Adam Gettis,G,27,74,305,2,Iowa,New York Giants,Offensive Line,Offense,1-4 Yrs
62,Ryan Seymour,G,26,76,305,2,Vanderbilt,New York Giants,Offensive Line,Offense,1-4 Yrs
,Dillon Farrell,G,25,77,303,2,New Mexico,New York Giants,Offensive Line,Offense,1-4 Yrs
53,Jasper Brinkley,LB,31,73,252,8,South Carolina,New York Giants,Front Seven,Defense,5-8 Yrs
54,Jonathan Casillas,LB,29,73,227,8,Wisconsin,New York Giants,Front Seven,Defense,5-8 Yrs
55,J.T. Thomas,LB,27,73,236,6,West Virginia,New York Giants,Front Seven,Defense,5-8 Yrs
44,B.J. Goodson,LB,23,73,242,0,Clemson,New York Giants,Front Seven,Defense,Rookie
91,Kelvin Sheppard,LB,28,74,249,6,LSU,New York Giants,Front Seven,Defense,5-8 Yrs
52,Keenan Robinson,LB,27,75,238,5,Texas,New York Giants,Front Seven,Defense,5-8 Yrs
59,Devon Kennard,LB,25,75,251,3,USC,New York Giants,Front Seven,Defense,1-4 Yrs
94,Mark Herzlich,LB,28,76,246,6,Boston College,New York Giants,Front Seven,Defense,5-8 Yrs
1,Tyler Ott,LS,24,75,252,1,Harvard,New York Giants,Special Teams,Special Teams,1-4 Yrs
51,Zak DeOssie,LS,32,76,249,10,Brown,New York Giants,Special Teams,Special Teams,9-12 Yrs
68,Bobby Hart,OG,21,76,334,2,Florida State,New York Giants,Offensive Line,Offense,1-4 Yrs
77,John Jerry,OG,30,77,340,7,Ole Miss,New York Giants,Offensive Line,Offense,5-8 Yrs
70,Weston Richburg,OL,25,75,298,3,Colorado State,New York Giants,Offensive Line,Offense,1-4 Yrs
73,Marshall Newhouse,OT,27,76,328,7,TCU,New York Giants,Offensive Line,Offense,5-8 Yrs
67,Justin Pugh,OT,25,76,301,4,Syracuse,New York Giants,Offensive Line,Offense,1-4 Yrs
75,Byron Stingily,OT,27,77,318,6,Louisville,New York Giants,Offensive Line,Offense,5-8 Yrs
76,Ereck Flowers,OT,22,77,329,2,Miami,New York Giants,Offensive Line,Offense,1-4 Yrs
62,Jake Rodgers,OT,24,78,320,1,Eastern Washington,New York Giants,Offensive Line,Offense,1-4 Yrs
63,Emmett Cleary,OT,26,79,324,2,Boston College,New York Giants,Offensive Line,Offense,1-4 Yrs
9,Brad Wing,P,25,75,205,3,LSU,New York Giants,Special Teams,Special Teams,1-4 Yrs
3,Josh Brown,PK,37,72,202,14,Nebraska,New York Giants,Special Teams,Special Teams,13+ Yrs
5,Tom Obarski,PK,23,70,177,0,Concordia-St. Paul,New York Giants,Special Teams,Special Teams,Rookie
12,Ryan Nassib,QB,26,74,223,4,Syracuse,New York Giants,QB,Offense,1-4 Yrs
10,Eli Manning,QB,35,76,218,13,Ole Miss,New York Giants,QB,Offense,13+ Yrs
26,Orleans Darkwa,RB,24,72,215,3,Tulane,New York Giants,Tailback,Offense,1-4 Yrs
33,Bobby Rainey,RB,28,68,212,5,Western Kentucky,New York Giants,Tailback,Offense,5-8 Yrs
34,Shane Vereen,RB,27,70,205,6,California,New York Giants,Tailback,Offense,5-8 Yrs
44,Andre Williams,RB,23,71,230,3,Boston College,New York Giants,Tailback,Offense,1-4 Yrs
24,Paul Perkins,RB,21,71,210,0,UCLA,New York Giants,Tailback,Offense,Rookie
23,Rashad Jennings,RB,31,73,231,8,Liberty,New York Giants,Tailback,Offense,5-8 Yrs
29,Nat Berhe,S,25,72,194,3,San Diego State,New York Giants,Defensive Back,Defense,1-4 Yrs
24,Bennett Jackson,S,24,72,192,2,Notre Dame,New York Giants,Defensive Back,Defense,1-4 Yrs
22,Andrew Adams,S,23,72,198,0,Connecticut,New York Giants,Defensive Back,Defense,Rookie
27,Mykkele Thompson,S,23,72,193,2,Texas,New York Giants,Defensive Back,Defense,1-4 Yrs
21,Landon Collins,S,22,72,225,2,Alabama,New York Giants,Defensive Back,Defense,1-4 Yrs
36,Justin Currie,S,22,74,204,2,Western Michigan,New York Giants,Defensive Back,Defense,1-4 Yrs
4,Darian Thompson,S,22,74,208,0,Boise State,New York Giants,Defensive Back,Defense,Rookie
30,Cooper Taylor,S,26,76,228,4,Richmond,New York Giants,Defensive Back,Defense,1-4 Yrs
45,Will Tye,TE,24,74,262,2,Stony Brook,New York Giants,Tight End,Offense,1-4 Yrs
88,Ryan Malleck,TE,23,76,243,0,Virginia Tech,New York Giants,Tight End,Offense,Rookie
89,Jerell Adams,TE,23,77,244,0,South Carolina,New York Giants,Tight End,Offense,Rookie
84,Larry Donnell,TE,27,78,265,4,Grambling State,New York Giants,Tight End,Offense,1-4 Yrs
81,Matt LaCosse,TE,23,78,245,1,Illinois,New York Giants,Tight End,Offense,1-4 Yrs
80,Victor Cruz,WR,29,72,204,7,Massachusetts,New York Giants,Wide Receiver,Offense,5-8 Yrs
19,Myles White,WR,26,72,190,3,Louisiana Tech,New York Giants,Wide Receiver,Offense,1-4 Yrs
,Kadron Boone,WR,24,72,204,0,LSU,New York Giants,Wide Receiver,Offense,Rookie
1,Roger Lewis,WR,22,72,196,0,Bowling Green,New York Giants,Wide Receiver,Offense,Rookie
17,Dwayne Harris,WR,28,70,202,6,East Carolina,New York Giants,Wide Receiver,Offense,5-8 Yrs
3,Sterling Shepard,WR,23,70,193,0,Oklahoma,New York Giants,Wide Receiver,Offense,Rookie
13,Odell Beckham Jr.,WR,23,71,198,3,LSU,New York Giants,Wide Receiver,Offense,1-4 Yrs
15,Tavarres King,WR,26,73,200,3,Georgia,New York Giants,Wide Receiver,Offense,1-4 Yrs
,Donte Foster,WR,25,73,199,1,Ohio,New York Giants,Wide Receiver,Offense,1-4 Yrs
18,Geremy Davis,WR,24,74,217,2,Connecticut,New York Giants,Wide Receiver,Offense,1-4 Yrs
10,Darius Powe,WR,22,75,220,0,California,New York Giants,Wide Receiver,Offense,Rookie
8,Anthony Dable,WR,27,76,220,0,null,New York Giants,Wide Receiver,Offense,Rookie
74,Nick Mangold,C,32,76,307,11,Ohio State,New York Jets,Offensive Line,Offense,9-12 Yrs
27,Dee Milliner,CB,24,72,201,4,Alabama,New York Jets,Defensive Back,Defense,1-4 Yrs
11,Juston Burris,CB,22,72,212,0,NC State,New York Jets,Defensive Back,Defense,Rookie
41,Buster Skrine,CB,27,69,185,6,Chattanooga,New York Jets,Defensive Back,Defense,5-8 Yrs
23,Dexter McDougle,CB,25,70,195,3,Maryland,New York Jets,Defensive Back,Defense,1-4 Yrs
24,Darrelle Revis,CB,31,71,198,10,Pittsburgh,New York Jets,Defensive Back,Defense,9-12 Yrs
,Kendall James,CB,25,71,180,1,Maine,New York Jets,Defensive Back,Defense,1-4 Yrs
20,Marcus Williams,CB,25,71,196,3,North Dakota State,New York Jets,Defensive Back,Defense,1-4 Yrs
32,Kevin Short,CB,24,74,185,1,null,New York Jets,Defensive Back,Defense,1-4 Yrs
,Doug Middleton,DB,22,72,210,0,Appalachian State,New York Jets,Defensive Back,Defense,Rookie
26,Darryl Morris,DB,25,70,188,4,Texas State,New York Jets,Defensive Back,Defense,1-4 Yrs
,Shelby Harris,DE,24,74,290,2,Illinois State,New York Jets,Front Seven,Defense,1-4 Yrs
53,Mike Catapano,DE,25,76,270,4,Princeton,New York Jets,Front Seven,Defense,1-4 Yrs
92,Leonard Williams,DE,22,77,302,2,USC,New York Jets,Front Seven,Defense,1-4 Yrs
96,Jarvis Jenkins,DL,28,76,300,6,Clemson,New York Jets,Front Seven,Defense,5-8 Yrs
96,Muhammad Wilkerson,DL,26,76,315,6,Temple,New York Jets,Front Seven,Defense,5-8 Yrs
,Tarow Barney,DT,22,73,306,0,Penn State,New York Jets,Front Seven,Defense,Rookie
90,Steve McLendon,DT,30,75,310,7,Troy,New York Jets,Front Seven,Defense,5-8 Yrs
91,Sheldon Richardson,DT,25,75,294,4,Missouri,New York Jets,Front Seven,Defense,1-4 Yrs
93,Deon Simon,DT,26,76,332,1,Northwestern State,New York Jets,Front Seven,Defense,1-4 Yrs
40,Tommy Bohanon,FB,25,73,247,4,Wake Forest,New York Jets,Tailback,Offense,1-4 Yrs
,Michael Liedtke,G,24,75,310,1,Illinois State,New York Jets,Offensive Line,Offense,1-4 Yrs
98,Craig Watts,G,25,76,335,1,West Texas A&M,New York Jets,Offensive Line,Offense,1-4 Yrs
,Julian Stanford,LB,25,73,230,3,Wagner,New York Jets,Front Seven,Defense,1-4 Yrs
43,Darron Lee,LB,21,73,232,0,Ohio State,New York Jets,Front Seven,Defense,Rookie
52,David Harris,LB,32,74,250,10,Michigan,New York Jets,Front Seven,Defense,9-12 Yrs
,Bruce Carter,LB,28,74,240,6,North Carolina,New York Jets,Front Seven,Defense,5-8 Yrs
58,Erin Henderson,LB,30,75,244,8,Maryland,New York Jets,Front Seven,Defense,5-8 Yrs
,Freddie Bishop,LB,26,75,251,0,Western Michigan,New York Jets,Front Seven,Defense,Rookie
95,Josh Martin,LB,24,75,245,4,Columbia,New York Jets,Front Seven,Defense,1-4 Yrs
99,Julian Howsare,LB,23,75,255,1,Clarion,New York Jets,Front Seven,Defense,1-4 Yrs
59,Jordan Jenkins,LB,22,75,259,0,Georgia,New York Jets,Front Seven,Defense,Rookie
50,Deion Barnes,LB,23,76,255,1,Penn State,New York Jets,Front Seven,Defense,1-4 Yrs
55,Lorenzo Mauldin,LB,23,76,259,2,Louisville,New York Jets,Front Seven,Defense,1-4 Yrs
57,Trevor Reilly,LB,28,77,245,3,Utah,New York Jets,Front Seven,Defense,1-4 Yrs
49,Taiwan Jones,LB,22,75,252,1,Michigan State,New York Jets,Front Seven,Defense,1-4 Yrs
46,Tanner Purdum,LS,31,75,270,7,Baker University,New York Jets,Special Teams,Special Teams,5-8 Yrs
67,Brian Winters,OG,25,76,320,4,Kent State,New York Jets,Offensive Line,Offense,1-4 Yrs
77,James Carpenter,OG,27,77,321,6,Alabama,New York Jets,Offensive Line,Offense,5-8 Yrs
64,Jarvis Harrison,OL,24,76,330,2,Texas A&M,New York Jets,Offensive Line,Offense,1-4 Yrs
76,Wesley Johnson,OL,25,77,297,3,Vanderbilt,New York Jets,Offensive Line,Offense,1-4 Yrs
71,Ben Ijalana,OT,26,76,322,6,Villanova,New York Jets,Offensive Line,Offense,5-8 Yrs
70,Dakota Dozier,OT,25,76,313,3,Furman,New York Jets,Offensive Line,Offense,1-4 Yrs
71,Brandon Shell,OT,24,77,325,0,South Carolina,New York Jets,Offensive Line,Offense,Rookie
,Ryan Clady,OT,29,78,315,9,Boise State,New York Jets,Offensive Line,Offense,9-12 Yrs
79,Brent Qvale,OT,25,78,315,2,Nebraska,New York Jets,Offensive Line,Offense,1-4 Yrs
1,Jesse Davis,OT,24,78,309,0,Idaho,New York Jets,Offensive Line,Offense,Rookie
68,Breno Giacomini,OT,30,79,318,9,Louisville,New York Jets,Offensive Line,Offense,9-12 Yrs
49,Lachlan Edwards,P,24,76,209,0,Sam Houston State,New York Jets,Special Teams,Special Teams,Rookie
2,Nick Folk,PK,31,73,222,10,Arizona,New York Jets,Special Teams,Special Teams,9-12 Yrs
9,Bryce Petty,QB,25,75,230,2,Baylor,New York Jets,QB,Offense,1-4 Yrs
7,Geno Smith,QB,25,75,221,4,West Virginia,New York Jets,QB,Offense,1-4 Yrs
14,Christian Hackenberg,QB,21,76,228,0,Penn State,New York Jets,QB,Offense,Rookie
29,Khiry Robinson,RB,26,72,220,4,West Texas A&M,New York Jets,Tailback,Offense,1-4 Yrs
30,Zac Stacy,RB,25,69,224,4,Vanderbilt,New York Jets,Tailback,Offense,1-4 Yrs
,Dominique Williams,RB,25,69,205,1,Wagner,New York Jets,Tailback,Offense,1-4 Yrs
29,Bilal Powell,RB,27,70,204,6,Louisville,New York Jets,Tailback,Offense,5-8 Yrs
22,Matt Forte,RB,30,74,218,9,Tulane,New York Jets,Tailback,Offense,9-12 Yrs
45,Rontez Miles,S,27,72,202,2,California (PA),New York Jets,Defensive Back,Defense,1-4 Yrs
34,Dion Bailey,S,24,72,211,3,USC,New York Jets,Defensive Back,Defense,1-4 Yrs
21,Marcus Gilchrist,S,27,70,198,6,Clemson,New York Jets,Defensive Back,Defense,5-8 Yrs
25,Calvin Pryor,S,24,71,207,3,Louisville,New York Jets,Defensive Back,Defense,1-4 Yrs
42,Ronald Martin,S,23,74,220,2,LSU,New York Jets,Defensive Back,Defense,1-4 Yrs
82,Brandon Bostick,TE,27,75,250,3,Newberry,New York Jets,Tight End,Offense,1-4 Yrs
86,Wes Saxton,TE,22,76,235,1,South Alabama,New York Jets,Tight End,Offense,1-4 Yrs
88,Jace Amaro,TE,24,77,265,3,Texas Tech,New York Jets,Tight End,Offense,1-4 Yrs
47,Kellen Davis,TE,30,79,265,9,Michigan State,New York Jets,Tight End,Offense,9-12 Yrs
44,Zach Sudfeld,TE,27,79,260,4,Nevada,New York Jets,Tight End,Offense,1-4 Yrs
,Jeremy Ross,WR,28,72,215,4,California,New York Jets,Wide Receiver,Offense,1-4 Yrs
16,Chandler Worthy,WR,22,69,173,1,Troy,New York Jets,Wide Receiver,Offense,1-4 Yrs
,Kyle Williams,WR,28,70,186,6,Arizona State,New York Jets,Wide Receiver,Offense,5-8 Yrs
7,Jalin Marshall,WR,21,71,205,0,Ohio State,New York Jets,Wide Receiver,Offense,Rookie
10,Kenbrell Thompkins,WR,27,73,195,4,Cincinnati,New York Jets,Wide Receiver,Offense,1-4 Yrs
19,Devin Smith,WR,24,73,199,2,Ohio State,New York Jets,Wide Receiver,Offense,1-4 Yrs
84,Titus Davis,WR,23,73,200,1,Central Michigan,New York Jets,Wide Receiver,Offense,1-4 Yrs
81,Quincy Enunwa,WR,24,74,225,2,Nebraska,New York Jets,Wide Receiver,Offense,1-4 Yrs
87,Eric Decker,WR,29,75,214,7,Minnesota,New York Jets,Wide Receiver,Offense,5-8 Yrs
19,Charone Peake,WR,23,75,215,0,Clemson,New York Jets,Wide Receiver,Offense,Rookie
15,Brandon Marshall,WR,32,76,230,11,UCF,New York Jets,Wide Receiver,Offense,9-12 Yrs
,Ross Burbank,C,23,76,310,0,Virginia,Oakland,Offensive Line,Offense,Rookie
38,TJ Carrie,CB,25,72,205,3,Ohio,Oakland,Defensive Back,Defense,1-4 Yrs
,Kenneth Durden,CB,24,72,180,0,Youngstown State,Oakland,Defensive Back,Defense,Rookie
,Antonio Hamilton,CB,23,72,185,0,South Carolina State,Oakland,Defensive Back,Defense,Rookie
25,D.J. Hayden,CB,26,71,190,4,Houston,Oakland,Defensive Back,Defense,1-4 Yrs
29,David Amerson,CB,24,73,205,4,NC State,Oakland,Defensive Back,Defense,1-4 Yrs
21,Dexter McDonald,CB,24,73,200,2,Kansas,Oakland,Defensive Back,Defense,1-4 Yrs
39,Keith McGill,CB,27,75,210,3,Utah,Oakland,Defensive Back,Defense,1-4 Yrs
35,Dewey McDonald,DB,26,72,220,2,California (PA),Oakland,Defensive Back,Defense,1-4 Yrs
30,SaQwan Edwards,DB,24,72,200,1,New Mexico,Oakland,Defensive Back,Defense,1-4 Yrs
31,Neiko Thorpe,DB,26,73,200,4,Auburn,Oakland,Defensive Back,Defense,1-4 Yrs
,Chris Edwards,DB,23,74,209,0,Idaho,Oakland,Defensive Back,Defense,Rookie
21,Sean Smith,DB,29,75,218,8,Utah,Oakland,Defensive Back,Defense,5-8 Yrs
52,Khalil Mack,DE,25,75,250,3,Buffalo,Oakland,Front Seven,Defense,1-4 Yrs
,Greg Townsend Jr.,DE,23,75,276,0,USC,Oakland,Front Seven,Defense,Rookie
97,Mario Edwards Jr.,DE,22,75,280,2,Florida State,Oakland,Front Seven,Defense,1-4 Yrs
89,Shilique Calhoun,DE,24,77,251,0,Michigan State,Oakland,Front Seven,Defense,Rookie
17,Jihad Ward,DE,22,77,296,0,Illinois,Oakland,Front Seven,Defense,Rookie
,Branden Jackson,DL,23,75,266,0,Texas Tech,Oakland,Front Seven,Defense,Rookie
96,Denico Autry,DL,26,77,270,3,Mississippi State,Oakland,Front Seven,Defense,1-4 Yrs
,Drew Iddings,DL,23,78,265,0,South Dakota,Oakland,Front Seven,Defense,Rookie
90,Dan Williams,DT,29,74,330,7,Tennessee,Oakland,Front Seven,Defense,5-8 Yrs
78,Justin Ellis,DT,25,74,335,3,Louisiana Tech,Oakland,Front Seven,Defense,1-4 Yrs
92,Stacy McGee,DT,26,75,310,4,Oklahoma,Oakland,Front Seven,Defense,1-4 Yrs
93,Leon Orr,DT,24,77,320,1,Florida,Oakland,Front Seven,Defense,1-4 Yrs
,Darius Latham,DT,21,77,305,0,Indiana,Oakland,Front Seven,Defense,Rookie
45,Marcel Reece,FB,31,73,250,7,Washington,Oakland,Tailback,Offense,5-8 Yrs
,Oni Omoile,G,23,75,282,0,Iowa State,Oakland,Offensive Line,Offense,Rookie
,Terran Vaughn,G,22,75,315,0,Stephen F Austin,Oakland,Offensive Line,Offense,Rookie
,Kelechi Osemele,G,27,77,330,5,Iowa State,Oakland,Offensive Line,Offense,5-8 Yrs
74,Vadal Alexander,G,22,77,336,0,LSU,Oakland,Offensive Line,Offense,Rookie
53,Malcolm Smith,LB,27,72,225,6,USC,Oakland,Front Seven,Defense,5-8 Yrs
51,Ben Heeney,LB,24,72,230,2,Kansas,Oakland,Front Seven,Defense,1-4 Yrs
31,Cory James,LB,23,72,229,0,Colorado State,Oakland,Front Seven,Defense,Rookie
53,Daren Bates,LB,25,71,225,4,Auburn,Oakland,Front Seven,Defense,1-4 Yrs
55,John Lotulelei,LB,24,71,235,4,UNLV,Oakland,Front Seven,Defense,1-4 Yrs
54,Korey Toomer,LB,27,74,234,3,Idaho,Oakland,Front Seven,Defense,1-4 Yrs
,Kyrie Wilson,LB,23,74,227,0,Fresno State,Oakland,Front Seven,Defense,Rookie
,Bruce Irvin,LB,28,75,260,5,West Virginia,Oakland,Front Seven,Defense,5-8 Yrs
,James Cowser,LB,25,75,244,0,Southern Utah,Oakland,Front Seven,Defense,Rookie
48,Colton Underwood,LB,24,75,254,1,Illinois State,Oakland,Front Seven,Defense,1-4 Yrs
58,Neiron Ball,LB,23,75,235,2,Florida,Oakland,Front Seven,Defense,1-4 Yrs
99,Aldon Smith,LB,26,76,265,6,Missouri,Oakland,Front Seven,Defense,5-8 Yrs
48,Andrew East,LS,24,74,220,0,Vanderbilt,Oakland,Special Teams,Special Teams,Rookie
59,Jon Condo,LS,34,75,240,10,Maryland,Oakland,Special Teams,Special Teams,9-12 Yrs
61,Rodney Hudson,OG,27,74,300,6,Florida State,Oakland,Offensive Line,Offense,5-8 Yrs
66,Gabe Jackson,OG,25,75,335,3,Mississippi State,Oakland,Offensive Line,Offense,1-4 Yrs
